labels
"Finger,Skin,Hand,Nail,Thumb,Gesture,"
"Child,Baby,Photograph,Product,Skin,Pink,Cheek,Sleep,Comfort,Baby sleeping,"
"Shelf,Shelving,Furniture,Room,Electronics,Cabinetry,Wall,Collection,Bookcase,Home,"
"Sitting,Fun,Room,Event,Furniture,Coffeehouse,House,"
"Eyewear,Hair,Cool,Clothing,Glasses,Hat,Lip,Beauty,Street fashion,Fashion accessory,"
"Human leg,Leg,Joint,Knee,Sport venue,Sports equipment,Human body,Footwear,Shoe,Foot,"
"Land vehicle,Cycling,Cycle sport,Bicycle,Vehicle,Sports,Cross-country cycling,Bicycle frame,Outdoor recreation,Bicycle racing,"
"Lip,Vegetable juice,Drinking,Smoothie,Eating,Food,Vegetarian food,Drink,Food craving,Meal,"
"Face,Cheek,Skin,Eyebrow,Lip,Nose,Blue,Head,Eye,Close-up,"
"Bridge,Tree,Canopy walkway,Rope bridge,Inca rope bridge,Walkway,Suspension bridge,Nonbuilding structure,Wood,Boardwalk,"
"Sky,Surfboard,Sea,Horizon,Wave,Ocean,Surfing,Surfing Equipment,Sunset,Reflection,"
"Sky,Nature,Mountainous landforms,Natural landscape,Atmospheric phenomenon,Mountain,Highland,Mist,Green,Morning,"
"Hair,Pink,Polka dot,Blond,Beauty,Hairstyle,Pattern,Skin,Lip,Fashion,"
"Face,Blue,Purple,Head,Beauty,Violet,Eyebrow,Nose,Eye,Chin,"
"Bicycle,Vehicle,Cycle sport,Bicycle wheel,Bicycle frame,Mountain bike,Cycling,Bicycle accessory,Hybrid bicycle,Bicycle fork,"
"Urban area,Snapshot,Sky,Building,Architecture,Bookselling,Street,City,Retail,Reflection,"
"Cat,Blue,Small to medium-sized cats,Felidae,Whiskers,Green,Turquoise,Sky,Azure,Kitten,"
"Hair,Water,Skin,Eyebrow,Beauty,Nose,Black hair,Lip,Eyelash,Forehead,"
"Eyewear,Face,Cool,Glasses,Facial hair,Nose,Beard,Human,Music,Fun,"
"Pink,Sport venue,Magenta,Basketball,Architecture,Floor,Material property,Room,Basketball court,Art,"
"Document,Paper,Product,Book,Paper product,Photography,Room,Publication,"
"People in nature,Nature,Water,Water resources,River,Tourism,Watercourse,Travel,Photography,Rock,"
"Text,Green,Book,Font,Grass,Botany,Tree,Plant,Publication,Graphic design,"
"Face,Hair,Forehead,Nose,Chin,Skin,Head,Eyebrow,Beauty,Cheek,"
"Nature,Green,Natural landscape,Highland,Grass,Grassland,Landscape,Field,Grass family,Terrace,"
"Barbell,Exercise equipment,Human leg,Deadlift,Weight training,Physical fitness,Leg,Weightlifting,Weights,Arm,"
"Cosmetics,Product,Face powder,Beauty,Skin,Brown,Eye,Powder,Beige,Material property,"
"Beauty,Snapshot,Skin,Fashion,Leg,Shopping,Thigh,Building,Retail,Human leg,"
"Physical fitness,Pilates,Abdomen,Sportswear,Aerobics,Exercise,Leg,Active pants,Joint,yoga pant,"
"Face,Hairstyle,Forehead,Lip,Smile,Child,Gesture,"
"Muscle,Male,Chest,Arm,Alcohol,Barechested,Hand,Joint,Trunk,Abdomen,"
"Physical fitness,Pilates,Yoga mat,Yoga,Exercise,Stretching,Mat,Aerobics,Leg,Abdomen,"
"Barechested,Muscle,Male,Running,Bodybuilding,Standing,Jogging,Bodybuilder,Recreation,Chest,"
"Ice hockey,Sports,Sports gear,Hockey pants,Hockey protective equipment,Ice hockey equipment,Team sport,Hockey,College ice hockey,Bandy,"
"Photograph,Photographer,Cameras & optics,Photography,Water,Optical instrument,Camera operator,Camera accessory,Vacation,Lens,"
"Sky,Horizon,Sunset,Sea,Sunrise,Ocean,Beach,Cloud,Sand,Morning,"
"Marketplace,Market,Bazaar,Public space,Selling,Town,Stall,Human settlement,City,Flea market,"
"Blue,Turquoise,Turquoise,Fashion accessory,Tableware,"
"Retail,Glasses,Electronics,Supermarket,Building,"
"Photograph,Vacation,Fun,Sea,Ocean,Beach,Summer,Wave,Water,Shore,"
"Cg artwork,Art,Long hair,Space,Drum,Performance,Moon,"
"Recreation,Human leg,Athlete,Running,Leg,Thigh,Individual sports,Exercise,Jogging,Muscle,"
"Product,Water,Liquid,Fluid,Material property,Spray,Perfume,Glass bottle,Cosmetics,Solution,"
"Text,Font,Square,Rectangle,Illustration,Art,"
"People in nature,Nature,Sky,Natural landscape,Trail,Atmospheric phenomenon,Morning,Yellow,Recreation,Tree,"
"Product,Font,Plastic,Bottle,Water bottle,"
"Water,Light,Poi,Circle,Vortex,Heat,Poi,Night,Space,Fire,"
"Text,Games,Number,Font,Wood,Recreation,Hardwood,"
"Land vehicle,Cycle sport,Cycling,Road bicycle racing,Bicycle,Vehicle,Road cycling,Bicycle racing,Sports,Bicycle helmet,"
"Notebook,Brown,Wood,Book,Material property,Book cover,"
"Umbrella,Red,Flower,Coquelicot,Plant,Tourism,Fashion accessory,"
"Physical fitness,Sports,Flip (acrobatic),Balance,Leg,Performance,Individual sports,Yoga,Acrobatics,Dance,"
"Hair,Face,Chin,Hairstyle,Nose,Head,Eyebrow,Cheek,Forehead,Male,"
"Basketball player,Cool,Muscle,Sportswear,Jersey,Sleeve,Player,Facial hair,Team sport,T-shirt,"
"Hair,Face,Lip,Hairstyle,Eyebrow,Beauty,Long hair,Brown hair,Skin,Head,"
"Land vehicle,Cycling,Bicycle,Vehicle,Cycle sport,Endurance sports,Bicycle accessory,Road cycling,Outdoor recreation,Bicycle pedal,"
"Surfing Equipment,Boardsport,Wind wave,Surface water sports,Wave,Surfboard,Surfing,Skimboarding,Water sport,Extreme sport,"
"Cup,Coffee cup,Hand,Leaf,Table,Textile,Tableware,Finger,Drinkware,Nail,"
"Blue,Line,Sky,Textile,Architecture,Building,Outlet store,"
"White,Facial expression,Shoulder,Jeans,Beauty,Waist,Skin,Yellow,Photo shoot,Abdomen,"
"Bodybuilding,Bodybuilder,Muscle,Physical fitness,Arm,Chest,Barechested,Standing,Male,Chin,"
"Leotard,Clothing,Sportswear,Footwear,Leg,Thigh,Fun,Muscle,Photo shoot,Swimwear,"
"Motor vehicle,Mode of transport,Car,Vehicle,Transport,Samba,Landscape,Van,Travel,Volkswagen,"
"Eye shadow,Eye,Skin,Beauty,Organ,Eyelash,Cosmetics,Nail,Hand,Finger,"
"Skin,Eyebrow,Nose,Hand,Drawing,Eyelash,Nail,"
"Light,Red,Pink,Font,Magenta,Technology,Neon,"
"Nature,Reflection,Sky,Waterway,Town,River,Home,House,Architecture,City,"
"Face,Hair,Lip,Eyebrow,Cheek,Skin,Chin,Head,Nose,Forehead,"
"People in nature,Sky,Grassland,Grass,Cloud,Farm,Field,Happy,Paddy field,Rural area,"
"Jogging,Green,Running,Tree,Recreation,Exercise,Pink,Morning,Individual sports,Athlete,"
"Photograph,Street fashion,Footwear,Photography,Jacket,Outerwear,Shoe,Textile,Home,Yard,"
"Sports gear,Sports,Helmet,Gridiron football,American football,Football gear,Football helmet,Sports equipment,Team sport,Football equipment,"
"Reading,Glasses,"
"Text,Font,Logo,Finger,Writing,Brand,Writing instrument accessory,Calligraphy,Graphics,"
"Sky,Cloud,Water,Recreation,Happy,Grassland,Fun,Grass,Landscape,Meadow,"
"Eyewear,Hair,Sunglasses,Cool,Beauty,Glasses,Black hair,Shoulder,Arm,Long hair,"
"Player,Sports,Soccer ball,Football player,Football,Soccer player,Team sport,Soccer,Freestyle football,Ball game,"
"Pencil,Colorfulness,Office supplies,Circle,"
"Horse,Equestrianism,Bridle,Sports,Rein,Animal sports,Outdoor recreation,Saddle,Halter,Jockey,"
"Muscle,Barechested,Arm,Physical fitness,Leg,Flash photography,Individual sports,Professional wrestling,Calisthenics,"
"Yellow,Green,Acrylic paint,Painting,Pattern,Modern art,Paint,Art,Visual arts,Plant,"
"Pink,Fashion,Street fashion,Footwear,Leg,Shoulder,Denim,Leather,Textile,Bag,"
"Hair,Lip,Lady,Hairstyle,Blond,Beauty,Fashion,Dress,Gown,Formal wear,"
"Blue,Metropolis,Urban area,Snapshot,Street,Night,Human settlement,City,Metropolitan area,Infrastructure,"
"Sport venue,Stage,Crowd,Field house,Arena,Contact sport,Event,Boxing ring,Audience,Professional wrestling,"
"Toy,Action figure,Figurine,Doll,Photography,Animation,Fictional character,Macro photography,"
"Triangle,Paper,Paper product,Rectangle,Diagram,Graphic design,Origami,Art,"
"Hair,Face,Hairstyle,Eyebrow,Beauty,Lip,Head,Chin,Brown hair,Photography,"
"Hair,Face,Yellow,Beauty,Head,Headpiece,Hairstyle,Leaf,Lady,Blond,"
"Hair,Forehead,Hairstyle,Eyebrow,Chin,S-curl,Cool,Muscle,Hi-top fade,Jaw,"
"Athlete,Leg,Sports,Thigh,Sport venue,Sprint,Track and field athletics,Athletics,Recreation,Heptathlon,"
"Hair,Face,Glasses,Eyewear,Hairstyle,Chin,Smile,Beauty,Lady,Cool,"
"Light,Lighting,Psychedelic art,Darkness,Glass,Neon,Glitter,"
"Sky,Nature,Natural landscape,Highland,Hill,Grassland,Mountainous landforms,Mountain,Cloud,Horizon,"
"Architecture,Tourist attraction,Building,Sport venue,Crowd,"
"Glasses,Text,Eyewear,Paper,Document,Reading,Paper product,Book,"
"People in nature,Grass,Physical fitness,Stretching,Grass family,Meadow,Fun,Summer,Leg,Tree,"
"Technology,Electronic device,Font,Electronics,Glasses,Electronics accessory,"
"Lacrosse,Lacrosse stick,Sports gear,Field lacrosse,Helmet,Tournament,Lacrosse protective gear,Lacrosse helmet,Sports equipment,Team sport,"
"Marketplace,Selling,Public space,Market,Stall,Human settlement,Street food,Food,City,Building,"
"Yellow,Hand,Finger,Design,Fun,Nail,Writing instrument accessory,Learning,Writing,Illustration,"
"Airline,Air travel,Airplane,Aviation,Airliner,Sky,Flight,Aircraft,Aerospace engineering,Vehicle,"
"High heels,Footwear,Red,Shoe,Basic pump,Leg,Carmine,Sandal,"
"Skin,Reading,Drinking,Leisure,"
"Photograph,Water,Tree,Sunlight,Photography,Fun,Cliff,Grass,Rock,Landscape,"
"Acrobatics,Physical fitness,Leg,Performance,Balance,Flip (acrobatic),Stretching,Individual sports,Sports,Exercise,"
"Electronic device,Job,"
"Water,Kayak,Sea kayak,Kayaking,Boating,Sky,Boat,Outdoor recreation,Recreation,Vehicle,"
"Crowd,People,Pedestrian,Street,Public space,Event,City,Urban area,Fun,Metropolitan area,"
"Blue,Fashion,Yellow,Electric blue,Model,Photography,Photo shoot,Fashion design,Thigh,"
"Player,Lacrosse stick,Lacrosse,Field lacrosse,Sports gear,Sports,Lacrosse helmet,Lacrosse protective gear,Helmet,Stick and Ball Games,"
"T-shirt,Tree,Fun,Photography,Forest,Jungle,Plant,Top,Smile,"
"Sky,Water,Sunset,Afterglow,Morning,Sunrise,Horizon,Calm,Pier,Torii,"
"Wave,Wind wave,Surfing,Boardsport,Surfing Equipment,Surface water sports,Skimboarding,Surfboard,Ocean,Tide,"
"Arm,Muscle,Leg,Sitting,Art,"
"Lighting,Night,Mode of transport,Light,Urban area,Street light,Metropolitan area,Snapshot,Sky,Lane,"
"Blue,Sportswear,Arm,Footwear,Pilates,Shoe,Physical fitness,Hand,Finger,Electric blue,"
"Light,Lighting,Christmas lights,Christmas ornament,Christmas decoration,Branch,Organism,Tree,Interior design,Ornament,"
"Hot air ballooning,Hot air balloon,Balloon,Air sports,Vehicle,Aerial photography,Recreation,Geological phenomenon,Aircraft,"
"Beach,Blue,Fun,Water,Vacation,Physical fitness,Sea,Sky,Ocean,Summer,"
"Mountaineer,Mountaineering,Mountainous landforms,Mountain,Sky,Adventure,Backpacking,Summit,Ridge,Hiking,"
"People,Snapshot,Fun,Interaction,Street,Reflection,Hand,Vacation,Smile,Glass,"
"Face,Purple,Violet,Nose,Head,Beauty,Skin,Cheek,Chin,Lip,"
"Dish,Food,Cuisine,Meal,Ingredient,Breakfast,Brunch,Produce,Snack,Scone,"
"Light,Lighting,Psychedelic art,Darkness,Glass,Neon,Glitter,"
"Yellow,Snapshot,Architecture,Textile,Footwear,Furniture,Table,Room,Wood,Shoe,"
"Water,Aqua,Blue,Ocean,Sky,Wave,Sea,Liquid,Calm,Wind wave,"
"Sky,Fashion,Footwear,Outlet store,Dress,Building,Boutique,Shoe,Sportswear,Metal,"
"Barbell,Exercise equipment,Human leg,Deadlift,Weight training,Physical fitness,Leg,Weightlifting,Weights,Arm,"
"Art,Illustration,Visual arts,Glasses,"
"Cosmetics,Pink,Nail polish,Nail care,Lipstick,Material property,Lip gloss,Magenta,Liquid,"
"Blue,Turquoise,Water,Textile,Art,"
"Notebook,Pen,Office supplies,Font,Writing,Spiral,Writing instrument accessory,Writing implement,Ball pen,"
"Sky,Cloud,Violet,Purple,Atmospheric phenomenon,Atmosphere,Pink,Daytime,Blue,Lilac,"
"Meal,Brunch,Food,Cuisine,Table,Finger food,Dish,Comfort food,"
"White,Photograph,Jeans,Denim,Standing,Snapshot,Pink,Fashion,Street fashion,Leg,"
"Dandelion,Pink,dandelion,Close-up,Flower,Plant,Organism,Macro photography,Photography,Fractal art,"
"Face,Hair,Eyebrow,Nose,Facial hair,Forehead,Eye,Skin,Cheek,Chin,"
"Sport venue,Stadium,Fan,Product,Crowd,Team sport,Sports,Sky,Arena,Player,"
"Holy places,Historic site,Landmark,Wall,Medieval architecture,Ancient history,Archaeological site,Building,History,Sky,"
"Light,Night,Lighting,Darkness,Nightlight,Sky,Midnight,"
"Hair,Face,Blue,Lady,Beauty,Hairstyle,Eyebrow,Turquoise,Skin,Chin,"
"Sports,Skier,Alpine skiing,Skiing,Ski boot,Ski,Freestyle skiing,Ski cross,Ski pole,Winter sport,"
"Event,White-collar worker,Design,Job,Businessperson,Employment,Conversation,Business,"
"Footwear,Dance,Event,Sports,Street stunts,Performance,Performing arts,"
"Sky,Blue,Umbrella,Turquoise,Aqua,Sea,Cloud,Ocean,Azure,Water,"
"Pen,Writing instrument accessory,Office supplies,Writing,Stationery,Handwriting,Writing implement,Fountain pen,Calligraphy,Hand,"
"Team,Event,Uniform,Recreation,Student,Marching,Competition event,Sports,Team sport,Games,"
"Sky,Sunset,Hand,Orange,Gadget,Finger,Technology,Sunrise,Evening,Photography,"
"Origami paper,Art paper,Origami,Turquoise,Paper,Aqua,Construction paper,Pink,Craft,Paper product,"
"Sitting,Cheek,Chin,Male,Arm,Forehead,Neck,Muscle,Joint,T-shirt,"
"Hair,Face,Eyebrow,Lady,Hairstyle,Head,Beauty,Nose,Lip,Forehead,"
"Blue,Daytime,Aqua,Sky,Line,Architecture,Design,Graphics,"
"Metropolitan area,Urban area,City,Metropolis,Landmark,Human settlement,Downtown,Skyscraper,Town,Architecture,"
"Dancer,Athletic dance move,Standing,Dance,Jumping,Choreography,Modern dance,Fun,Leg,Photography,"
"Window,Reflection,Sky,Vacation,Photography,Air travel,Airport,Daylighting,Vehicle,Building,"
"Light,Head,Neck,Darkness,Cool,Font,Headgear,Personal protective equipment,Graphics,Graphic design,"
"Green,Saint patrick's day,Fashion,Leaf,Street fashion,Costume,Carnival,Headgear,Event,Holiday,"
"Love,Heart,Pink,Organ,Romance,Heart,Book,"
"Brush,Product,Makeup brushes,Cosmetics,Beauty,Skin,Brown,Material property,Tool,Beige,"
"Fruit,Melon,Watermelon,Sweetness,Lip,Eating,Food,Food craving,Mouth,Citrullus,"
"Town,Tree,Pedestrian,Palm tree,Sky,Street,Tourism,City,Architecture,Building,"
"Water,Standing,Mountain range,Sky,Mountain,Joint,Recreation,Shoulder,Cloud,Muscle,"
"Pink,Food,Cuisine,Magenta,Ingredient,Dessert,Ice cream,Petal,Recipe,Dish,"
"Lizard,Reptile,Iguania,Scaled reptile,Dragon lizard,Agama,Iguana,Jaw,Iguanidae,Gecko,"
"Advertising,Urban area,Display advertising,Metropolitan area,Metropolis,City,Street,Billboard,Building,Poster,"
"Player,Sports,Sports gear,Sport venue,Team sport,Ball game,Gridiron football,Canadian football,Arena football,Football helmet,"
"Wood,Yellow,Hardwood,Desk,Floor,Laminate flooring,Flooring,Table,Room,Plywood,"
"People,Jeans,Interaction,Holding hands,Gesture,Walking,Fun,Grass,Tree,Denim,"
"Art,Graphic design,Graffiti,Illustration,Wall,Mural,Street art,Design,Visual arts,Modern art,"
"Land vehicle,Vehicle,Car,Audi,Sports car,Luxury vehicle,Audi r8,Automotive design,Coupé,Tree,"
"Press up,Physical fitness,Arm,Leg,Shoulder,Room,Human body,Exercise,Muscle,Fitness professional,"
"Street fashion,Beauty,Fashion,Shopping,Shoulder,Blazer,Outerwear,Business,Fashion accessory,Handbag,"
"Glitter,Light,Close-up,Fashion accessory,Macro photography,Magenta,Embellishment,"
"Torii,Red,Orange,Line,Architecture,Shrine,Temple,Place of worship,Shinto shrine,Building,"
"Graduation,Academic dress,Mortarboard,Event,Community,Youth,Crowd,Public event,Headgear,Diploma,"
"Sport venue,Stadium,Baseball field,Baseball park,Baseball,Team sport,College baseball,Sports,Ball game,Atmosphere,"
"Bicycle,Mountain bike,Vehicle,Cycling,Grass,Mountain biking,Recreation,Cycle sport,Mountain,Downhill mountain biking,"
"Barbell,Exercise equipment,Weightlifting,Weight training,Free weight bar,Physical fitness,Strength training,Deadlift,Weights,Powerlifting,"
"Skin,Nail,Pink,Hand,Finger,Beauty,Nail care,Manicure,Cosmetics,Ear,"
"Green,Street fashion,Beauty,Lady,Snapshot,Long hair,Fashion,Blond,Shoulder,Brown hair,"
"Nail,Skin,Hand,Manicure,Finger,Nail care,Cosmetics,Nail polish,Joint,Gesture,"
"Crowd,Sport venue,People,Red,Stadium,Landmark,Fan,Product,Sky,American football,"
"World,Landscape,Sea,Coast,River,Aerial photography,Earth,Rock,Ocean,Bird's-eye view,"
"Sportswear,Clothing,Leg,Active pants,Thigh,Abdomen,Physical fitness,Waist,Leggings,Standing,"
"Font,Illustration,Art,"
"Modern art,Painting,Art,Acrylic paint,Visual arts,Still life,Watercolor paint,Child art,Paint,Artwork,"
"Tree,Nature,Light,Woody plant,Sunlight,Plant,Infrastructure,Road,Branch,Sky,"
"Design,Pattern,Textile,Paper,Button,Heart,Circle,"
"Hair,Hairstyle,Skin,Beauty,Eyebrow,Chin,Ear,Eye,Lip,Shoulder,"
"People on beach,People in nature,Fun,Vacation,Jumping,Friendship,Sky,Happy,Summer,Leisure,"
"Land vehicle,Cycle sport,Cycling,Road bicycle racing,Bicycle,Vehicle,Road cycling,Bicycle racing,Sports,Bicycle helmet,"
"Food,Comfort food,Dish,Cuisine,Hand,Ingredient,Meal,Junk food,Recipe,Eating,"
"Pink,Material property,Font,"
"Clothing,Jacket,Street fashion,Jeans,Leather,Fashion,Leather jacket,Denim,Textile,Street,"
"Product,Shopping cart,Cart,Vehicle,Baby Products,"
"Lip,Smoking,Black hair,Neck,Tobacco products,Smoke,Fashion accessory,Gesture,Ear,Eyelash,"
"Bodybuilding,Muscle,Shoulder,Physical fitness,Arm,Male,Standing,Chest,Joint,Biceps curl,"
"Baseball bat,Baseball,Headgear,Baseball equipment,"
"Text,Font,Handwriting,Hand,Writing,Finger,Paper product,Paper,Calligraphy,Illustration,"
"Soccer,Sports,Soccer player,Sports equipment,Team sport,Football,Ball game,Player,Football player,Soccer ball,"
"Cat,Vertebrate,Whiskers,Mammal,Felidae,Facial expression,Small to medium-sized cats,Tabby cat,Wild cat,Snout,"
"Sport venue,Professional wrestling,Contact sport,Wrestling,Individual sports,Combat sport,Lucha libre,Sports,Performance,Sports equipment,"
"Bowling,Ten-pin bowling,Bowling equipment,Bowling ball,Bowling pin,Ball,Duckpin bowling,Leisure centre,Skittles (sport),Ball game,"
"Clothes hanger,Bed,Room,Textile,Photography,Furniture,Black-and-white,"
"Water,Sea,Wave,Ocean,Lifebuoy,Wind wave,Illustration,Liquid,"
"Basketball moves,Basketball,Slam dunk,Streetball,Sports,Flip (acrobatic),Black-and-white,Monochrome,Sport venue,Sports equipment,"
"Statue,Head,Sculpture,Art,Tradition,Temple,Fictional character,"
"Red,Text,Line,Font,Material property,Calligraphy,Heart,Graphic design,Graphics,"
"Physical fitness,Barbell,Sports,Muscle,Field archery,"
"Monochrome,Contact sport,Black-and-white,Boxing,Muscle,Striking combat sports,Sport venue,Muay thai,Kickboxing,Individual sports,"
"Electronic instrument,Chocolate,"
"Fashion accessory,Photographic film,Beige,Rim,Bangle,Metal,Jewellery,"
"Still life photography,Still life,Shelf,Room,Painting,Furniture,Interior design,Table,Wallpaper,Wood,"
"Motor vehicle,Green,Nature,Car,Mode of transport,Vehicle,Transport,Volkswagen type 2,Tree,Samba,"
"Sky,Black,Darkness,Atmosphere,Night,Atmospheric phenomenon,Space,Midnight,Astronomical object,Horizon,"
"Denim,Clothing,Jeans,Blue,Outerwear,Jacket,Fashion,Textile,Shoulder,Sleeve,"
"Green,Sport venue,Line,Field lacrosse,Circle,Rectangle,"
"Watercolor paint,Blue,Purple,Acrylic paint,Painting,Paint,Dye,Plant,Art,Colorfulness,"
"Weightlifting,Physical fitness,Powerlifting,Weight training,Strength training,Barbell,Exercise equipment,Human leg,Deadlift,Joint,"
"Footwear,Pink,Shoe,High heels,Leg,Foot,Human leg,Human body,Ankle,Magenta,"
"Pink,Shoulder,Joint,Art,Neck,Sculpture,Illustration,Headgear,Dress,Nonbuilding structure,"
"Black,Black-and-white,Font,Outerwear,Monochrome,Logo,Darkness,Photography,Monochrome photography,Graphics,"
"Eyebrow,Face,Eyelash,Hair,Lip,Eye,Eye shadow,Skin,Cheek,Nose,"
"People in nature,Clothing,Blue,Green,Turquoise,Beauty,Lady,Teal,Photo shoot,Model,"
"Exercise equipment,Swiss ball,Physical fitness,Strength training,Pilates,Arm,Leg,Ball,Fitness professional,Thigh,"
"Sitting,Leg,Sportswear,Neck,T-shirt,Sleeve,yoga pant,Thigh,Smile,Active pants,"
"Clothing,White,T-shirt,Product,Pink,Peach,Fashion,Dress,Sleeveless shirt,Top,"
"Physical fitness,Arm,Yoga mat,Shoulder,Joint,Leg,Press up,Plank,Mat,Yoga,"
"Photography,Cg artwork,Fictional character,"
"Sky,Nature,Natural landscape,Cloud,Wilderness,Mountain,Water,Stairs,Tree,Horizon,"
"Building,Shelf,Shelving,Bookcase,Bookselling,Book,Library,Furniture,Publication,Retail,"
"Photograph,Sky,Beauty,Cloud,Tree,Standing,Photography,Human,Atmosphere,Child,"
"Standing,Snapshot,Shoulder,Male,Human,Interaction,Back,Fun,Cool,Night,"
"Eyewear,Footwear,Sunglasses,Street fashion,Sitting,Shoe,Leg,Fashion,Glasses,Cool,"
"Eye shadow,Eye,Cosmetics,Beauty,Purple,Organ,Shadow,Powder,Human body,Material property,"
"People,Fun,Design,Job,White-collar worker,Illustration,Team,Collaboration,Gesture,Businessperson,"
"Brush,Makeup brushes,Cosmetics,Eyebrow,Product,Skin,Beauty,Eye,Eye shadow,Eyelash,"
"Hand,Technology,Electronic device,Gadget,Brand,Tablet computer,Cup,Ipad,Logo,Coffee cup,"
"Night,Metropolis,Urban area,City,Metropolitan area,Reflection,Light,Human settlement,Purple,Town,"
"Sky,Mountainous landforms,Mountain,Summit,Mountaineering,Cloud,Adventure,Ridge,Horizon,Recreation,"
"Hand,Technology,Finger,Electronic device,Gadget,Payment card,"
"Market,Marketplace,Public space,Selling,Local food,Greengrocer,Natural foods,Human settlement,Hawker,Town,"
"Pedestrian,Street,Urban area,Road,Pedestrian crossing,City,Human settlement,Metropolitan area,Daytime,Snapshot,"
"Physical fitness,Yoga,Yoga mat,Shoulder,Arm,Floor,Joint,Leg,Exercise,Flooring,"
"Hair,Photograph,Beauty,Skin,Lady,Lip,Pink,Hairstyle,Fashion,Eye,"
"Tree,Forest,T-shirt,Recreation,Plant,Woodland,Physical fitness,"
"Font,Calligraphy,Text,Handwriting,Art,Writing,"
"Sitting,Snapshot,Conversation,Fun,Leisure,Summer,Table,Photography,Student,Black hair,"
"Sports gear,Sports,Helmet,Gridiron football,American football,Canadian football,Sports equipment,Football gear,Team sport,Sprint football,"
"Town,Street,Alley,Neighbourhood,Infrastructure,Architecture,City,Road,Building,House,"
"Hair,Face,Beauty,Scarf,Lip,Lady,Fashion,Portrait photography,Photography,Fashion accessory,"
"Urban area,Architecture,Metal,Building,City,"
"Sky,Moon,Night,Atmosphere,Astronomical object,Silhouette,Crescent,Horizon,Symbol,Photography,"
"Box,Room,Wood,Furniture,Fashion accessory,Leather,"
"Light,Sky,Architecture,Symmetry,Space,Design,Line,Graphics,World,Skyscraper,"
"People in nature,Photograph,Jogging,Sportswear,Shoulder,Beauty,Leggings,Running,Joint,Tree,"
"Black,Darkness,Light,Lighting,Line,Sky,Atmosphere,Light fixture,Room,Photography,"
"Museum,Art,Tourist attraction,Sculpture,Art gallery,Collection,Visual arts,Building,Event,Exhibition,"
"Drawing,Sketch,Illustration,Hand,Cat,Pencil,Visual arts,Finger,Design,Artwork,"
"Light,Hand,Photography,Finger,Space,Lens flare,Darkness,Graphics,"
"Eyewear,Travel,Sunglasses,Glasses,Cool,Shoulder,Summer,Grass,Photography,Vacation,"
"Font,Text,Calligraphy,Black-and-white,"
"Mountainous landforms,Highland,Mountain,Road,Sky,Ridge,Hill station,Hill,Mountain pass,Ecoregion,"
"Hair,Face,Lady,Beauty,Hairstyle,Chin,Eye,Lip,Portrait,Black hair,"
"Eyewear,Glasses,Hair,Face,Blue,Cool,Turquoise,Hairstyle,Forehead,Eye,"
"Hair,Face,Hair coloring,Hairstyle,Blond,Brown hair,Long hair,Beauty,Lip,Eyebrow,"
"Sky,Nature,Tree,Water,Sea,Palm tree,Pier,Reflection,Horizon,Morning,"
"Sports,Baseball equipment,Baseball player,Baseball field,Bat-and-ball games,Baseball,College baseball,Sport venue,Player,Ball game,"
"Sheep,Sheep,Livestock,Terrestrial animal,Snout,Rural area,Cow-goat family,Bovine,Fawn,"
"Font,Calligraphy,Plant,Art,"
"Green,Red,Orange,Yellow,Blue,Construction paper,Line,Pattern,Graphic design,Colorfulness,"
"Barechested,Arm,Muscle,Abdomen,Male,Chest,Stomach,Shoulder,Neck,Joint,"
"Building,Architecture,Interior design,Ceiling,Design,Facade,Home,House,Mixed-use,Real estate,"
"Text,Font,Games,"
"Blue,White,Lavender,Purple,Pink,Textile,Dress,Curtain,Pattern,Interior design,"
"Auditorium,Building,Conference hall,Room,Convention,Projection screen,Seminar,Classroom,Event,Function hall,"
"Feather,White,Fur,Close-up,Natural material,Fashion accessory,Eyelash,Wing,"
"Snapshot,Selling,Convenience store,Textile,Retail,Street,Pattern,Building,Shopping,Art,"
"Table,Flowerpot,Cup,Wood,Furniture,Hardwood,Flooring,Drink,"
"Footwear,Roller skating,Joint,Roller skates,Shoe,Skate shoe,Skateboard,Ankle,Leg,Human leg,"
"Hair,Face,Beauty,Lip,Hairstyle,Lady,Nose,Brown hair,Eyebrow,Skin,"
"Product,Yellow,Design,Event,Crowd,Convention,Team,Table,"
"Sky,Nature,Mountainous landforms,Cloud,Mountain,Natural landscape,Highland,Hill station,Atmospheric phenomenon,Light,"
"Orange,Font,Chain,Macro photography,"
"Eyewear,Glasses,Face,Cool,Blue,Lip,Beauty,Lady,Turquoise,Vision care,"
"Apple,Fruit,Pink,Food,Plant,Still life photography,Rose family,Rose order,"
"Laptop,Netbook,Table,Technology,Furniture,Room,Personal computer,Electronic device,Desk,Computer desk,"
"Pink,Magenta,"
"Wall,Font,Art,Room,Wood,Design,Interior design,Collection,Visual arts,Exhibition,"
"Common chimpanzee,Primate,Standing,Human,Black-and-white,Snout,Organism,Zoo,Hand,Monochrome,"
"Event,Black-and-white,Room,Adaptation,Photography,Classroom,Monochrome,Employment,Job,Training,"
"Shelving,Shelf,Bookcase,Book,Library,Publication,Bookselling,Furniture,Collection,Cyclone,"
"Motor vehicle,Scooter,Mode of transport,Vehicle,Product,Transport,Vespa,Car,Automotive design,Classic,"
"Social group,People,Youth,Team,Community,Student,Fun,Event,Room,Learning,"
